CASEID,CONSENT,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8a,Q8b,Q8c,Q9,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q10g,Q10h,Q10i,Q10j,Q10k,Q10l,Q10m,Q10n,Q10o,Q10p,Q10q,Q10r,Q11a,Q11b,Q11c,Q11c_1,Q11c_2,Q11c_3,Q11c_4,Q11c_5,Q11c_6,Q11c_7,Q11c_8,Q11c_9,Q11c_10,Q11c_11,Q11c_12,Q11c_13,Q11c_14,Q11c_15,Q11c_16,Q11c_17,Q11c_18,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q14,Q15,Q16,Q16x,Q17,Q18,Q19,Q20a,Q20b,Q21,Q23,Q24,Q25,Q32a,Q32b,Q33,Q34,Q35,Q36,Q40,Q41,Q42,Q42x,Q43,AGE,Gender,Q16a,Q16b,Q16c,Q16c_1,Q16c_2,Q16c_3,Q16c_4,Q16c_5,Q16c_6,Q16d1,Q16d2,Q16d3,party,CNTY,FIPS,HOME,PERMAV,CD,SD,AD,F13,F14,F15,F16,F17,F18,F19,F20,EndDate,Durationinseconds,Finished,RecordedDate,lang,WEIGHT,ETHNICITY,LIKELY_2020_PRIMARY,LIKELY_2020_GENERAL
1692,1,2,4,5,5,1,2,1, , ,1, ,3,1,1,1,3,3,1,3,3,1,1,3,2,3,3,3,3,3, 7,10,",13,                                           ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,2,2,1,2,1,1,1,1,1,1,1,2,1,1,4,3,1,1,2,1,3,1,1,1,1,1,1, ,4,1,"1                                                                                                                                                                                                                                             ",1,1, ,2,2,4,32,1,8,2,"      1",1,0,0,0,0,0,1,2,2,"Decline to State",36, 71," ","Y", 8,23,42,"N","N","N","N","P","P","N","P","04-JUN-2019 16:06:57",  2133,1,"04-JUN-2019 16:06:57",1, 0.38688,1,1,1
1693,1,2,4,5,5,1,2,1, ,1, , ,3,1,2,3,3,3,1,3,3,3,2,3,2,3,3,3,3,3, 7, 2,",13,                                           ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,1, ,1,4,1,3,3,2,5,1,"2                                                                                                                                                                                                                                             ",4,1, ,2,1,5,41,1,7,2,"      3",0,0,1,0,0,0,2,2,1,"        Democrat", 1,  1," ","Y",13, 9,18,"N","N","N","N","N","A","A","A","04-JUN-2019 16:07:01",   727,1,"04-JUN-2019 16:07:02",1, 0.43622,4,1,1
1694,1,2,4,4,5,2,1,1, ,1, , ,3,2,1,1,2,2,1,1,3,1,1,3,1,3,2,3,3,3,11,13,",2,                                            ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,3,2,2,2, ,1,2,2,1,1,2,1,1,1,1,4,2,1,1,1,1,2, ,1,3,2,1,1, ,4,1,"3                                                                                                                                                                                                                                             ",3,1, ,2,1,4,30,1,8,2,"      1",1,0,0,0,0,0,4,3,3,"        Democrat", 1,  1,"H"," ",13, 9,18,"N","N","N","P","P","P","N","P","04-JUN-2019 16:07:05", 14042,1,"04-JUN-2019 16:07:06",1, 0.38041,1,1,1
1695,1,2,4,4,5,2,2,1, ,1, , ,2,1,1,1,1,1,2,2,1,1,1,1,1,2,3,2,3,3,11, 2,",7,                                            ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,2,2,3,2,2,1,1,2,1,1,1,1,1,4,2,2,1,1,1,2, ,1,3,1,1,1, ,4,5,"1                                                                                                                                                                                                                                             ",2,1, ,2,2,4,55,2,8,2,"      1",1,0,0,0,0,0,3,4,4,"        Democrat",38, 75," ","Y",12,11,17,"A","A","A","A","A","A","A","A","04-JUN-2019 16:08:47",   602,1,"04-JUN-2019 16:08:47",1, 0.43094,1,1,1
1696,1,2,4,4,5,2,2,1, ,1, , ,1,1,1,1,2,3,2,3,3,2,1,3,2,3,3,2,3,3, 2,11,",7,13,                                         ",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,4,3,1,3,2,1,2,1,1,2,1,1,1,1,1,4,2,1,1,1,1,4,1,1,1,1,1,1, ,5,1,"3                                                                                                                                                                                                                                             ",2,1, ,2,2,6,42,2,8,2,"      1",1,0,0,0,0,0,2,4,4,"        Democrat", 1,  1," ","Y",13, 9,18,"N","N","N","P","P","P","P","A","04-JUN-2019 16:09:05",   583,1,"04-JUN-2019 16:09:06",1, 0.44429,1,1,1
1697,1,1,1,1,3,4,1,1, , ,2, , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,3,1,2,1,4,2,1,4,2,4,3,1,1,3,"30                                                                                                                                                                                                                                            ",1,1, ,2,2,5,79,1,8,2,"      1",1,0,0,0,0,0,4,4,4,"Decline to State",19, 37," ","Y",37,26,54,"N","P","N","N","N","P","N","A","04-JUN-2019 16:09:13",   758,1,"04-JUN-2019 16:09:14",1, 0.79589,1,2,1
1698,1,1,1,1,1,4,1,1,1, , ,1, , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,3,2,3,2,4,2,1,4,2,3,4,1,1,4,"1                                                                                                                                                                                                                                             ",2,1, ,2,2,1,71,2,7,2,"      1",1,0,0,0,0,0,4,1,1,"      Republican",44, 87," ","Y",20,17,29,"N","N","N","N","N","A","A","A","04-JUN-2019 16:09:38",   797,1,"04-JUN-2019 16:09:40",1, 0.76238,1,1,1
1699,1,2,4,4,5,2,1,1, ,1, , ,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,3,1,3, 2, 6,",9,16,18,                                      ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,2,3,2,2,2,3,2,2,1,1,2,1,1,1,1,1,4,2,2,1,1,1,1, ,1,3,1,2,1, ,5,1,"1                                                                                                                                                                                                                                             ",4,1, ,2,2,6,37,1,8,2,"      1",1,0,0,0,0,0,2,4,3,"        Democrat",43, 85," ","Y",19,15,27,"P","A","P","P","A","A","A","A","04-JUN-2019 16:09:40",   782,1,"04-JUN-2019 16:09:40",1, 0.41269,1,1,1
1700,1,2,4,5,4,1,2,1, ,1, , ,1,1,1,3,1,1,1,3,1,1,1,3,1,3,3,3,3,3,19,  ,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,3,2,2,2,1,2,2,1,1,2,1,1,4,2,2,1,1,1,3,2,1,3,1,2,1, ,5,1,"9                                                                                                                                                                                                                                             ",3,1, ,2,1,4,78,2,7,1,"       ", , , , , , ,1,2,3,"        Democrat",56,111," ","Y",26,19,37,"A","A","A","A","A","A","A","A","04-JUN-2019 16:10:51",   789,1,"04-JUN-2019 16:10:53",1, 1.05007,2,1,1
1701,1,1,2,2,4,4,1,1,1, , ,2, , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,2,1,1, ,2,4,2,3,3,1,2,5,"3                                                                                                                                                                                                                                             ",1,1, ,2,2,3,21,2,8,2,"      5",0,0,0,0,1,0,3,2,2,"      Republican",44, 87,"H","Y",18,17,29,"N","N","N","N","A","A","N","A","04-JUN-2019 16:12:02",  5385,1,"04-JUN-2019 16:12:03",1, 0.15183,5,1,1
1702,1,2,2,2,3,4,1,1, , ,4, , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,3,2,4,2,4,2,1,2,2,1,2, ,3,1,"                                                                                                                                                                                                                                              ",3,1, ,2,2,5,49,1,8,2,"      1",1,0,0,0,0,0,3,4,4,"Decline to State",37, 73,"H","Y",53,40,79,"N","P","N","N","A","A","A","A","04-JUN-2019 16:12:57",   669,1,"04-JUN-2019 16:12:57",1, 0.38025,1,2,1
1703,1,1,2,2,2,4,1,1, ,1, , ,2,2,2,3,3,3,2,3,3,3,2,3,1,3,3,3,3,3,13,19,",2,3,7,11,                                     ",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3,3,2,2,2,3,3,3,2,3,2,2,3,3,2,1,1,1,3,2,4,2,4,2,1,3,2,1,4,1,2,1,"21                                                                                                                                                                                                                                            ",2,1, ,2,1,5,61,1,5,2,"      1",1,0,0,0,0,0,1,2,1,"        Democrat",19, 37,"H"," ",47,34,70,"P","P","P","P","P","P","N","P","04-JUN-2019 16:13:45",   949,1,"04-JUN-2019 16:13:45",1, 2.28641,1,1,1
1704,1,1,1,2,2,4,1,2, , , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,1,2,2,1,4,2,1,3,2,3,4,1,2,1,"15                                                                                                                                                                                                                                            ",1,1, ,2,2,4,67,1,8,2,"      6",1,0,0,0,0,0, , , ,"           Other",33, 65,"H","Y",41,31,61,"N","P","N","N","N","A","A","A","04-JUN-2019 16:14:14",  1011,1,"04-JUN-2019 16:14:15",1, 0.32166,1,2,1
1705,1,2,4,5,5,2,2,1, ,1, , ,3,1,2,2,3,3,1,3,3,2,2,3,2,3,3,3,3,3, 2, 7,",3,4,10,13,                                    ",0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,4,2,2,1,1,1,1,1,1,1,1,2,1,1,1,4,3,2,2,4,2,3,1,1,1,1,1,3,2,5,1,"6                                                                                                                                                                                                                                             ",3,2, ,2,2,6,47,2,5,2,"      1",1,0,0,0,0,0,2,3,2,"        Democrat",43, 85,"H"," ",17,10,25,"N","A","P","A","P","P","P","A","04-JUN-2019 16:14:15",   722,1,"04-JUN-2019 16:14:15",1, 1.08268,1,1,1
1706,1,2,4,5,5,2,2,1, , ,1, ,2,1,1,1,1,2,1,3,2,1,1,3,2,3,1,2,3,3, 2,10,",13,                                           ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,4,2,1,2,2,1,1, ,1,3,1,2,1, ,5,3,"1                                                                                                                                                                                                                                             ",3,1, ,2,2,5,59,2,8,2,"      1",1,0,0,0,0,0,3,4,2,"Decline to State",10, 19," ","Y",16, 8,23,"A","A","A","A","A","A","A","A","04-JUN-2019 16:14:15",   790,1,"04-JUN-2019 16:14:15",1, 0.35104,1,1,1
1707,1,2,4,4,3,2,2,1, ,1, , ,3,3,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3, 7,13,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,1,4,2,1,1,1,1,3,2,1,3,1,1,4,3,1,2,2,1,3,1,1,1,1,1,1, ,4,2,"1                                                                                                                                                                                                                                             ",2,2, ,2,2,5,24,2,8,2,"      1",1,0,0,0,0,0,2,3,3,"        Democrat",56,111," ","Y",25,27,38,"N","N","N","N","N","N","N","A","04-JUN-2019 16:14:35",   599,1,"04-JUN-2019 16:14:36",1, 0.04905,1,1,1
1708,1,2,4,4,5,1,2,1, ,1, , ,3,1,1,3,3,3,1,3,3,3,1,3,1,3,3,3,3,3,13, 3,",11,                                           ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1,1,2,2,1,2,2,1,1,2,2,2,1,1,4,2,2,1,2,1,2, ,1,2,1,2,1, ,4,5,"1                                                                                                                                                                                                                                             ",1,1, ,2,2,1,31,1,8,1,"       ", , , , , , ,2,2,1,"        Democrat",19, 37," ","Y",40,32,58,"N","N","N","N","N","A","N","A","04-JUN-2019 16:14:36",  1193,1,"04-JUN-2019 16:14:36",1, 0.47421,2,1,1
1709,1,2,2,3,4,3,1,2, , , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,3,2,1,3,1,4,2,2,2,1,1,4,3,3,5,"A year                                                                                                                                                                                                                                        ",2,1, ,1,2,4,20,2,5,1,"       ", , , , , , ,2,2,2,"Decline to State",10, 19," ","Y",22, 8,23,"N","N","N","N","N","N","N","P","04-JUN-2019 16:18:24",   930,1,"04-JUN-2019 16:18:24",1, 0.20643,2,2,1
1710,1,2,4,4,5,2,1,1, , ,1, ,3,1,1,3,3,3,1,3,3,1,1,3,2,3,3,3,3,3, 2,11,",13,                                           ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,1,3,3,1,1,1,1,2,1,2,2,1,1,4,3,2,1,2,1,3,2,1,2,2,1,1, ,4,5,"4                                                                                                                                                                                                                                             ",2,1, ,2,1,5,53,2,5,2,"      3",0,0,1,0,0,0,3,2,1,"Decline to State",19, 37," ","Y",27,25,41,"N","P","N","N","N","P","N","A","04-JUN-2019 16:18:29",   945,1,"04-JUN-2019 16:18:30",1, 1.23260,4,1,1
1711,1,2,4,3,4,3,2,1, , , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3,3,2,1,1,1, ,1,4,1,2,3,3,5,5,"21                                                                                                                                                                                                                                            ",1,1, ,2,2,1,21,1,6,1,"       ", , , , , , ,2,2,4,"           Other",37, 73,"H","Y",49,36,76,"N","N","N","N","N","P","N","P","04-JUN-2019 16:18:31",   845,1,"04-JUN-2019 16:18:32",1, 0.29342,2,2,1
1712,1,2,4,4,4,2,2,3, , , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3,1,2,2,2,1, ,1,2,1,2,1, ,4,1,"3                                                                                                                                                                                                                                             ",2,1, ,2,2,6,42,1,5,2,"      1",1,0,0,0,0,0,1,2,2,"Decline to State",19, 37," "," ",33,27,50,"N","N","N","N","N","P","N","N","04-JUN-2019 16:18:44",  1121,1,"04-JUN-2019 16:18:45",1, 5.04484,1,2,1
1713,1,2,4,5,5,2,2,2, ,2, , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3,1,2,4,2,2, ,1,4,2,1,4,3,4,1,"17                                                                                                                                                                                                                                            ",1,2, ,1,2,2,58,2,6,2,"      1",1,0,0,0,0,0,1,1,1,"        Democrat",40, 79,"H","Y",24,17,35,"N","N","N","N","A","A","A","A","04-JUN-2019 16:18:47",  1031,1,"04-JUN-2019 16:18:47",1, 1.30418,1,2,1
1714,1,2,4,1,5,2,1,1, ,1, , ,2,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,10,11,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,2,1,1,1,1,1,1,1,2,1,1,1,4,2,2,2,1,2,4,1,2,3,1,1,1, ,3,1,"1                                                                                                                                                                                                                                             ",4,1, ,2,2,6,33,1,7,2,"      1",1,0,0,0,0,0,4,2,2,"        Democrat",19, 37," ","Y",43,26,62,"N","A","N","N","A","A","A","A","04-JUN-2019 16:18:47",  3473,1,"04-JUN-2019 16:18:49",1, 0.44262,1,1,1
1715,1,1,1,1,1,4,1,1,1, , ,2, , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,3,2,4,2,4,1,2,2,2,3,2, ,1,1,"34                                                                                                                                                                                                                                            ",1,1, ,2,2,4,58,1,7,1,"       ", , , , , , ,3,4,4,"      Republican",19, 37,"H","Y",38,32,57,"N","P","N","N","P","P","P","N","04-JUN-2019 16:19:15",  2025,1,"04-JUN-2019 16:19:16",1, 1.10768,2,1,1
1716,1,1,1,1,4,4,1,1,1, , ,2, , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,3,2,4,2,4,1,2,3,1,1,2, ,1,1,"33                                                                                                                                                                                                                                            ",4,2, ,1,2,5,82,1,7,2,"      3",0,0,1,0,0,0,1,1,1,"      Republican",48, 95,"H"," ", 5, 3,14,"P","P","P","P","P","P","P","P","04-JUN-2019 16:19:19",   769,1,"04-JUN-2019 16:19:20",1, 0.71837,4,1,1
